상권_코드,상권_코드_명,연평균_매출_금액,연평균_매출_건수,분기_수,연평균_매출_금액_log,편의점_점포수,점포당_평균매출,점포당_평균매출_log
3120121,까치산역,1388709582.25,177502.0,4,21.05164079552432,5,277741916.45,19.442202885970588
3120122,강서구청,3922410734.0,453080.25,4,22.08997228514234,19,206442670.21052632,19.145533310564915
3120123,오류동역,3794876276.0,389599.5,4,22.056917645681533,9,421652919.5555556,19.85969307045342
3120125,구로역,897423027.25,123908.25,4,20.61503791225336,9,99713669.69444445,18.417813343831554
3120127,구로구청,1232337945.5,189232.25,4,20.932178971666417,6,205389657.58333334,19.14041950649569
3120128,신도림역,786030356.75,71462.75,4,20.482505972739236,10,78603035.675,18.179920891195124
3120129,구로디지털단지,4084868504.25,630354.5,4,22.130555375082995,35,116710528.69285715,18.575207321916984
3120130,구로디지털단지역,2998883585.25,373441.25,4,21.82150591843736,12,249906965.4375,19.336599272317386
3120131,가산디지털단지,17476302602.25,2684018.0,4,23.58411166324676,111,157444167.58783785,18.874581468228662
3120132,독산동,1870143806.5,262808.0,4,21.34928116726249,25,74805752.26,18.130405355227524
3120134,구로전화국,281876167.75,36265.5,4,19.456978414554083,9,31319574.194444444,17.259753865599123
3120135,양평역,273696731.5,50724.25,4,19.42753123568608,3,91232243.83333333,18.32891895432533
3120136,영등포구청역,2582387440.0,433256.5,4,21.671980172722627,16,161399215.0,18.899391456291422
3120138,당산2동(영등포우체국),304290506.0,52543.0,1,19.533493418192617,2,152145253.0,18.840346240919004
3120139,대림3동사거리,2161509994.0,281456.75,4,21.4940728861649,14,154393571.0,18.855015562563956
3120140,문래동주민센터,223197211.75,41256.5,4,19.223566300714246,6,37199535.291666664,17.431806853887906
3120142,대림역,1064571836.75,140886.0,4,20.785838524990268,11,96779257.88636364,18.387943261585345
3120143,당산역,2054463698.25,259047.75,4,21.4432806772341,15,136964246.55,18.73523048294632
3120144,영중로,287230048.75,43580.5,4,19.47579401971375,5,57446009.75,17.86635612120577
3120145,영등포역(영등포),4992306243.0,539792.5,4,22.33116381308702,37,134927195.75675675,18.72024590765389
3120146,한강성심병원,45000000.0,6243.75,4,17.622173069956816,5,9000000.0,16.012735246411598
3120147,보라매역,563845242.25,91590.25,4,20.150290380409416,6,93974207.04166667,18.35853092004904
3120148,국회의사당역(국회의사당),3216329417.25,419252.75,4,21.891506614065317,27,119123311.75,18.595669756144733
3120149,여의도역(여의도),9854733905.75,1210293.75,4,23.011217776349422,35,281563825.87857145,19.455869718310133
3120151,보라매공원,2251141402.25,301056.5,4,21.534703214867832,6,375190233.7083333,19.74294374786087
3120152,신대방삼거리역,1655736851.75,167826.5,4,21.227511974938484,7,236533835.9642857,19.281601829506936
3120153,노량진역(노량진),5984568572.75,1186965.75,4,22.51245008877166,22,272025844.21590906,19.42140763892237
3120154,장승배기역,526903177.75,83279.25,4,20.082527368089767,7,75271882.53571428,18.136617230421745
3120156,"총신대입구역(이수, 총신대)",1696821776.0,192085.75,4,21.25202279529081,15,113121451.73333333,18.543972602439315
3120157,신림역(신림),5393321789.75,617891.5,4,22.408427319748757,24,224721741.23958334,19.230373493665343
3120158,녹두거리(대학동),1080966112.75,131258.5,4,20.801121027979868,8,135120764.09375,18.721679492775717
3120159,서울대입구역,5711540214.5,580315.5,4,22.465754564258543,18,317307789.6944444,19.575382809338812
3120160,사당역(사당),3107548400.5,440365.0,4,21.857099956931783,20,155377420.025,18.861367689491935
3120162,방배동카페골목,506153059.25,73543.5,4,20.04234967212333,5,101230611.85,18.432911767591975
3120164,내방역,708964527.75,90785.25,4,20.37931605327307,11,64451320.70454545,17.981420794579776
3120165,서래마을카페거리(서래마을),791794137.75,127535.5,4,20.48981199017142,4,197948534.4375,19.103517632840394
3120166,방배역,1577048667.25,234822.0,4,21.178821005738367,11,143368060.6590909,18.780925739280956
3120167,고속터미널(고속터미널역),353967774.25,75189.5,4,19.6847164365873,16,22122985.890625,16.91212775672426
3120169,서초역,1833133484.25,302287.0,4,21.329292626529465,15,122208898.95,18.62124243306445
3120170,삼호가든사거리,499446461.0,107411.25,4,20.02901096712517,5,99889292.2,18.419573062699936
3120171,서초3동사거리,2997435163.0,490360.25,4,21.82102281460699,14,214102511.64285713,19.18196548932877
3120172,교대입구교차로,1673324897.25,213975.0,4,21.23807844108278,12,139443741.4375,18.753171797868518
3120173,교대역(법원.검찰청),4461971903.5,742424.25,4,22.21885663632106,29,153861100.12068966,18.85156081260984
3120175,남부터미널역,1771747008.75,276824.25,4,21.295231907915102,15,118116467.25,18.5871817147147
3120178,신사역,2754284963.25,421602.5,4,21.736423704757588,22,125194771.05681819,18.645381259023758
3120179,양재역,1781770251.75,315020.25,4,21.30087323105589,23,77468271.81521739,18.165379027474014
3120181,교육개발원입구사거리,793377244.75,111921.0,4,20.491809386215547,3,264459081.58333334,19.393197100068306
3120182,"양재시민의숲역(양재동꽃시장, aT센터)",360662284.25,59912.25,4,19.703452580523443,11,32787480.386363637,17.30555733545184
3120183,양재천카페거리,155872.0,10.0,1,11.956796852106116,6,25978.666666666668,10.165069459759936
3120184,포이사거리(삼호물산),2838042959.0,381522.5,4,21.76638055299041,14,202717354.2142857,19.127323227955774
3120185,논현역,2069992337.75,319131.0,4,21.45081074312988,24,86249680.73958333,18.27275692389309
3120186,가로수길,3172908806.75,270899.5,4,21.87791460906198,12,264409067.22916666,19.39300796274083
3120187,신논현역,5401170105.5,813966.0,4,22.409881453432423,32,168786565.796875,18.944145556372195
3120188,압구정역,1769826195.25,327977.75,4,21.294147184501742,13,136140476.55769232,18.729197833820532
3120189,강남역,18095184225.5,2566970.75,4,23.61891167498241,60,301586403.7583333,19.524567116020844
3120190,강남을지병원,2796228725.75,409015.0,4,21.7515374629614,17,164484042.69117647,18.918324124627176
3120191,학동역,2542039732.5,340439.25,4,21.65623264039403,18,141224429.58333334,18.76586088918541
3120192,뱅뱅사거리,5858049378.75,812265.5,4,22.491082514771872,25,234321975.15,19.272206694000598
3120193,도산공원교차로,573157760.75,84708.25,4,20.16667156270002,6,95526293.45833333,18.374912102195566
3120194,언주역(차병원),2739356796.25,338662.75,4,21.730988984260147,12,228279733.02083334,19.24608233848769
3120195,성수대교남단,346875876.75,54893.5,4,19.664477572912222,6,57812646.125,17.872718118098543
3120196,서울세관,795675900.75,106287.25,4,20.49470250229156,8,99459487.59375,18.415260969409275
3120197,역삼역,9682405791.75,1386080.5,4,22.993576239664744,59,164108572.7415254,18.91603880174927
3120198,구역삼세무서,1022303562.0,158448.25,4,20.745324312999465,14,73021683.0,18.106266996100583
3120199,경복아파트교차로,3153451717.75,447473.25,4,21.871763473581343,7,450493102.53571427,19.925853326428708
3120200,학동사거리,1987701079.5,219275.25,4,21.410244571953776,17,116923592.91176471,18.57703123594706
3120201,도곡1동,632259777.0,96076.25,4,20.264810908796104,10,63225977.7,17.962225830036715
3120202,압구정로데오역(압구정로데오),2213038821.75,224320.0,4,21.517632440902567,15,147535921.45,18.8095822461265
3120203,강남구청역,2667998375.25,361177.0,4,21.704594356397653,18,148222131.95833334,18.814222604873308
3120204,르네상스호텔사거리,1308307444.0,181678.25,4,20.99200011205576,12,109025620.33333333,18.507093470675567
3120205,매봉역,487676485.0,82146.5,4,20.00516280545192,8,60959560.625,17.925721278125863
3120206,개나리아파트,1281668170.75,176137.0,4,20.97142832555252,10,128166817.075,18.668843239580568
3120207,선정릉역,2852475225.0,377610.5,4,21.771452954649643,15,190165015.0,19.063402758455453
3120208,청담사거리(청담동명품거리),2541877704.25,317456.75,4,21.656168898898617,14,181562693.1607143,19.01711157439769
3120209,"강남구청(청담역_8번, 강남세무서)",2388996903.5,308994.25,4,21.594139409558814,9,265444100.3888889,19.39691483557128
3120210,선릉역,10093312526.5,1434322.0,4,23.035138915501303,38,265613487.53947368,19.39755275944071
3120211,도성초등학교,321573298.5,63598.0,4,19.588736067879623,3,107191099.5,18.49012378543093
3120212,한티역,4079646343.75,459914.0,4,22.1292761413972,10,407964634.375,19.82669105060923
3120213,삼성중앙역,1480555947.25,203664.75,4,21.115683494896587,12,123379662.27083333,18.63077685253823
3120214,영동대교남단교차로,806957839.25,95808.25,4,20.50878198230448,5,161391567.85,18.899344074827265
3120215,포스코사거리,4262438512.5,652839.75,4,22.173107254466668,30,142081283.75,18.77190987960813
3120216,경기고교사거리(경기고교앞사거리),323608591.5,44886.75,4,19.595045295639107,9,35956510.166666664,17.39782074302411
3120217,대치사거리,1037950116.75,199297.25,4,20.76051356441784,5,207590023.35,19.15107565583749
3120218,코엑스,987597560.5,197129.0,4,20.7107858463152,6,164599593.41666666,18.919026382149934
3120219,은마아파트,5811956548.0,1110334.0,4,22.483183106542537,15,387463769.8666667,19.775132907849155
3120220,대치역,1800000228.75,301141.0,4,21.31105262948741,8,225000028.59375,19.231611091696465
3120221,봉은사역,816538254.25,128096.5,4,20.52058432200229,7,116648322.03571428,18.574674180295066
3120222,삼성역,6113261281.0,426250.0,4,22.533726229104776,19,321750593.7368421,19.589287252882755
3120223,휘문고교사거리,225731095.75,45100.5,4,19.23485501142868,7,32247299.39285714,17.28894488895367
3120224,수서역,8678283010.5,1828358.0,4,22.88408953631672,11,788934819.1363636,20.48619426467065
3120225,잠실새내역(신천),4921531828.5,715038.5,4,22.316885666451416,23,213979644.7173913,19.18139145499242
3120226,석촌고분역,1152656404.75,112605.0,4,20.86533503360562,8,144082050.59375,18.785893497998714
3120227,잠실역,6838867837.0,936370.5,4,22.645888034120564,28,244245279.89285713,19.31368352789338
3120228,석촌역(석촌호수),1367454536.5,214244.75,4,21.036216846735208,16,85465908.53125,18.26362813546471
3120229,방이동먹자골목,3269305657.25,421016.0,4,21.90784346238229,12,272442138.1041667,19.42293681595892
3120232,송파나루역,98159630.0,15310.5,4,18.40210559919116,7,14022804.285714285,16.45619551126077
3120233,몽촌토성역,3060310268.0,426271.25,4,21.841782142868603,9,340034474.2222222,19.6445575681465
3120234,가락시장역,3639064582.0,422847.25,4,22.014992502877043,11,330824052.90909094,19.61709723282663
3120235,문정역,6329004390.75,900151.5,4,22.56840877664833,43,147186148.62209302,18.80720866759088
3120236,장지역(가든파이브),2185012176.5,250433.5,4,21.504887238704978,6,364168696.0833333,19.71312777176524
3120237,경찰병원역,1456734352.75,217562.25,4,21.099463023411506,16,91045897.046875,18.326874311468725
3120239,오금역,294890173.25,47408.25,4,19.50211355430875,9,32765574.805555556,17.304889004101273
3120240,개롱역,587567568.5,84397.25,4,20.19150180928412,5,117513513.7,18.582063903657748
3120241,거여역,494628823.25,73190.0,4,20.019318189254832,5,98925764.65,18.409880284907604
3120242,강동구청역,664767733.0,53985.0,4,20.314948265429944,7,94966819.0,18.369038125400337
3120243,천호역,5754083522.5,759758.0,4,22.473175617698605,11,523098502.04545456,20.07528034663813
3120244,암사역,712039133.25,112814.25,4,20.38364343170006,5,142407826.65,18.77420552488363
3120245,둔촌역,1928189004.0,248267.25,4,21.37984705996898,14,137727786.0,18.740789737095803
3120246,길동역,3024427069.75,449871.5,4,21.82998751239196,14,216030504.98214287,19.190930187075033
3120247,굽은다리역,201801565.5,28189.25,4,19.12279542848993,4,50450391.375,17.736501082236124
3120248,명일역,1154852872.75,183311.75,4,20.867238790771754,7,164978981.82142857,18.92132864691191
3120249,고덕역,1336070154.75,197143.75,4,21.01299842247109,9,148452239.41666666,18.815773851122582
3130002,세종마을음식문화거리(금천교시장),1456662226.0,136605.75,4,21.09941350955507,4,364165556.5,19.71311915049468
3130024,남대문시장(자유상가),441000000.0,73956.5,4,19.90455543567869,5,88200000.0,18.295117532314887
3130035,방산종합시장(방산시장),115447103.25,21844.75,4,18.56432301116351,2,57723551.625,17.87117583926554
3130036,중부시장(신중부시장),579087013.0,68599.0,1,20.17696330749285,2,289543506.5,19.48381612865976
3130042,약수시장,247517070.0,35175.0,1,19.326990111331813,3,82505690.0,18.228377830743955
3130051,동화동 골목형상점가,219880961.25,27531.25,4,19.20859687719784,5,43976192.25,17.5991589829554
3130054,황학동주방가구거리상점가,103125137.0,12311.333333333334,3,18.45145374080004,4,25781284.25,17.06515940877102
3130063,신금호역 골목형상점가,318910278.5,46889.75,4,19.58042036570348,5,63782055.7,17.970982465812096
3130066,행당시장상점가,286215546.75,50141.75,4,19.47225574838397,2,143107773.375,18.7791085713179
3130067,왕십리도선동상점가,819548203.5,109774.0,4,20.52426377626081,7,117078314.78571428,18.578353634526604
3130068,마장축산물시장,556762527.75,75479.75,4,20.137649367216312,5,111352505.55,18.528211461966606
3130069,"한양대앞상점가(한양시장, 왕십리맛골목)",273057446.25,44808.25,4,19.42519276049924,2,136528723.125,18.732045583601522
3130070,뚝섬역상점가,573250935.75,88246.5,4,20.166834113804747,8,71656366.96875,18.08739258433597
3130072,성동용답상가시장,355896970.25,55680.5,4,19.69015184032901,3,118632323.41666667,18.591539557280502
3130086,서울약령시장,220976440.5,26873.0,4,19.21356665425238,5,44195288.1,17.604128759919757
3130095,청량리전통시장,1024622053.5,148317.0,4,20.74758965422308,3,341540684.5,19.648977367506905
3130098,회기시장,65472412.5,11472.5,2,17.997139443950424,3,21824137.5,16.89852718582953
3130117,정릉시장,635975975.5,84721.0,4,20.270671347792245,4,158993993.875,18.884376991389512
3130133,우이골목시장(우이시장),384021766.75,55904.0,4,19.76620979579432,2,192010883.375,19.073062617838396
3130139,강북종합전통시장(강북종합골목시장),277049843.5,34727.75,4,19.439707992006948,3,92349947.83333333,18.341095710557756
3130145,쌍문역둘리상점가,358474525.0,50227.25,4,19.697368158296563,5,71694905.0,18.087930257020854
3130146,쌍문시장(쌍문역골목시장),124371891.5,12114.0,4,18.63878676820628,3,41457297.166666664,17.540174495618974
3130153,창동역상점가,1879417568.5,304760.0,4,21.354227762331817,6,313236261.4166667,19.562468295764162
3130163,응암오거리상점가,1415051015.0,181371.0,4,21.07043142110194,4,353762753.75,19.684137062102113
3130167,연신내상점가(연빛거리),951414856.75,143676.5,4,20.67346075856324,9,105712761.8611111,18.47623618963555
3130171,불광먹자골목 골목형상점가,239688323.75,34624.25,4,19.29484999045865,5,47937664.75,17.68541209471289
3130179,"이화여대 3,5,7길 상점가",128844372.25,22748.75,4,18.67411582511417,6,21474062.041666668,16.882356394692625
3130185,망원월드컵시장,501614990.6666667,22501.666666666668,3,20.033343434529076,1,501614990.6666667,20.033343434529073
3130191,홍대 걷고싶은 거리,1551266973.5,291853.0,4,21.162337836888977,8,193908371.6875,19.082896299721583
3130195,도화동 상점가,323032637.75,47329.5,4,19.59326392484346,7,46147519.678571425,17.647353794362118
3130210,목2동시장,443248114.0,75934.5,4,19.909640250230478,4,110812028.5,18.5233458958788
3130214,송화벽화시장(송화골목시장),231843271.0,48276.75,4,19.26157214961856,3,77281090.33333333,18.16295986957697
3130225,개봉중앙시장,444764684.75,67028.25,4,19.91305590420115,5,88952936.95,18.30361800076057
3130236,비단길현대시장(현대시장),208773877.0,29845.75,4,19.156762300782443,3,69591292.33333333,18.058150021694075
3130240,영등포유통상가,235973864.25,35126.0,4,19.27923161639161,3,78657954.75,18.18061933619901
3130241,선유도역 골목형상점가,433792329.5,61195.0,4,19.8880764763944,5,86758465.9,18.278638573181297
3130246,영등포청과시장(조광시장),122374337.5,19251.0,4,18.622595253284505,8,15296792.1875,16.543153768806203
3130248,영등포역지하도상점가,756942936.75,128282.0,4,20.44479842910216,4,189235734.1875,19.05850407194558
3130271,남성역골목시장,39000000.0,5196.5,4,17.479072229734946,3,13000000.0,16.380459992348886
3130285,서원동상점가,1870646145.5,167739.5,4,21.349549741017867,6,311774357.5833333,19.557790274462686
3130290,영림시장,323175937.0,52463.0,4,19.593707432582303,6,53862656.166666664,17.801947978825698
3130295,인헌시장(원당종합시장),175542262.0,26355.5,2,18.983390386693777,2,87771131.0,18.290243211830465
3130310,강남개포시장,322388703.0,54602.75,4,19.59126853076209,4,80597175.75,18.204974178947733
3130311,새마을시장,243827270.75,33206.5,4,19.31197062991214,3,81275756.91666667,18.21335834944656
3130313,방이시장,954231205.0,141520.75,4,20.676416554347195,8,119278900.625,18.596975020003107
3130314,풍납시장,93604047.75,12108.25,4,18.35458419638838,5,18720809.55,16.745146326687472
3130318,로데오거리상점가,1637952888.5,220801.75,4,21.216713060974676,6,272992148.0833333,19.42495359479921
3130323,둔촌역전통시장,102745089.75,14384.0,4,18.447761631610376,3,34248363.25,17.349149362407918
